goos: darwin
goarch: arm64
pkg: github.com/pelletier/go-toml/v2/benchmark
cpu: Apple M1 Pro
BenchmarkUnmarshalDataset/config-8         	      45	  12397610 ns/op	  84.59 MB/s	 5716829 B/op	  219184 allocs/op
BenchmarkUnmarshalDataset/config-8         	      49	  12369075 ns/op	  84.78 MB/s	 5716835 B/op	  219184 allocs/op
BenchmarkUnmarshalDataset/config-8         	      48	  12342994 ns/op	  84.96 MB/s	 5716842 B/op	  219184 allocs/op
BenchmarkUnmarshalDataset/config-8         	      49	  13436014 ns/op	  78.05 MB/s	 5716838 B/op	  219184 allocs/op
BenchmarkUnmarshalDataset/config-8         	      48	  12346777 ns/op	  84.94 MB/s	 5716833 B/op	  219184 allocs/op
BenchmarkUnmarshalDataset/canada-8         	      12	  48245254 ns/op	  45.63 MB/s	79942710 B/op	  670379 allocs/op
BenchmarkUnmarshalDataset/canada-8         	      12	  47867396 ns/op	  45.99 MB/s	79942716 B/op	  670379 allocs/op
BenchmarkUnmarshalDataset/canada-8         	      12	  47857316 ns/op	  46.00 MB/s	79942698 B/op	  670379 allocs/op
BenchmarkUnmarshalDataset/canada-8         	      12	  48474233 ns/op	  45.41 MB/s	79942734 B/op	  670379 allocs/op
BenchmarkUnmarshalDataset/canada-8         	      12	  48233764 ns/op	  45.64 MB/s	79943163 B/op	  670379 allocs/op
BenchmarkUnmarshalDataset/citm_catalog-8   	      40	  14846759 ns/op	  37.59 MB/s	34469236 B/op	  178003 allocs/op
BenchmarkUnmarshalDataset/citm_catalog-8   	      40	  15017871 ns/op	  37.16 MB/s	34469226 B/op	  178003 allocs/op
BenchmarkUnmarshalDataset/citm_catalog-8   	      42	  14856423 ns/op	  37.56 MB/s	34469208 B/op	  178003 allocs/op
BenchmarkUnmarshalDataset/citm_catalog-8   	      42	  14792353 ns/op	  37.72 MB/s	34469205 B/op	  178003 allocs/op
BenchmarkUnmarshalDataset/citm_catalog-8   	      42	  14669443 ns/op	  38.04 MB/s	34469232 B/op	  178003 allocs/op
BenchmarkUnmarshalDataset/twitter-8        	      99	   6163919 ns/op	  71.69 MB/s	12530741 B/op	   55648 allocs/op
BenchmarkUnmarshalDataset/twitter-8        	      93	   6220328 ns/op	  71.04 MB/s	12530668 B/op	   55648 allocs/op
BenchmarkUnmarshalDataset/twitter-8        	      97	   6188178 ns/op	  71.41 MB/s	12530680 B/op	   55648 allocs/op
BenchmarkUnmarshalDataset/twitter-8        	      93	   6198427 ns/op	  71.29 MB/s	12530751 B/op	   55648 allocs/op
BenchmarkUnmarshalDataset/twitter-8        	      93	   6381076 ns/op	  69.25 MB/s	12530771 B/op	   55649 allocs/op
BenchmarkUnmarshalDataset/code-8           	       9	  57745755 ns/op	  46.48 MB/s	21263264 B/op	 1000520 allocs/op
BenchmarkUnmarshalDataset/code-8           	       9	  58156940 ns/op	  46.15 MB/s	21263242 B/op	 1000520 allocs/op
BenchmarkUnmarshalDataset/code-8           	       9	  58353241 ns/op	  46.00 MB/s	21263271 B/op	 1000520 allocs/op
BenchmarkUnmarshalDataset/code-8           	       9	  57909287 ns/op	  46.35 MB/s	21263262 B/op	 1000520 allocs/op
BenchmarkUnmarshalDataset/code-8           	       9	  58381051 ns/op	  45.97 MB/s	21263272 B/op	 1000520 allocs/op
BenchmarkUnmarshalDataset/example-8        	    5314	    112166 ns/op	  72.21 MB/s	  185161 B/op	    1327 allocs/op
BenchmarkUnmarshalDataset/example-8        	    5378	    112401 ns/op	  72.06 MB/s	  185158 B/op	    1327 allocs/op
BenchmarkUnmarshalDataset/example-8        	    5312	    113213 ns/op	  71.55 MB/s	  185164 B/op	    1327 allocs/op
BenchmarkUnmarshalDataset/example-8        	    5038	    112726 ns/op	  71.86 MB/s	  185163 B/op	    1327 allocs/op
BenchmarkUnmarshalDataset/example-8        	    5560	    112398 ns/op	  72.07 MB/s	  185166 B/op	    1327 allocs/op
BenchmarkUnmarshal/SimpleDocument/struct-8 	 1656236	       362.9 ns/op	  30.31 MB/s	     805 B/op	       9 allocs/op
BenchmarkUnmarshal/SimpleDocument/struct-8 	 1665645	       357.6 ns/op	  30.76 MB/s	     805 B/op	       9 allocs/op
BenchmarkUnmarshal/SimpleDocument/struct-8 	 1643834	       358.9 ns/op	  30.65 MB/s	     805 B/op	       9 allocs/op
BenchmarkUnmarshal/SimpleDocument/struct-8 	 1661271	       371.7 ns/op	  29.59 MB/s	     805 B/op	       9 allocs/op
BenchmarkUnmarshal/SimpleDocument/struct-8 	 1640809	       358.7 ns/op	  30.66 MB/s	     805 B/op	       9 allocs/op
BenchmarkUnmarshal/SimpleDocument/map-8    	 1000000	       526.1 ns/op	  20.91 MB/s	    1133 B/op	      13 allocs/op
BenchmarkUnmarshal/SimpleDocument/map-8    	 1000000	       557.0 ns/op	  19.75 MB/s	    1133 B/op	      13 allocs/op
BenchmarkUnmarshal/SimpleDocument/map-8    	 1000000	       511.0 ns/op	  21.53 MB/s	    1133 B/op	      13 allocs/op
BenchmarkUnmarshal/SimpleDocument/map-8    	 1000000	       514.7 ns/op	  21.37 MB/s	    1133 B/op	      13 allocs/op
