goos: linux
goarch: amd64
pkg: github.com/pelletier/go-toml/v2/benchmark
cpu: AMD Ryzen Threadripper PRO 3975WX 32-Cores     
BenchmarkUnmarshalDataset/config-8         	      21	  28857133 ns/op	  36.34 MB/s	 5717660 B/op	  219184 allocs/op
BenchmarkUnmarshalDataset/config-8         	      21	  27686599 ns/op	  37.88 MB/s	 5716862 B/op	  219183 allocs/op
BenchmarkUnmarshalDataset/config-8         	      21	  27722627 ns/op	  37.83 MB/s	 5716861 B/op	  219183 allocs/op
BenchmarkUnmarshalDataset/config-8         	      21	  27026506 ns/op	  38.80 MB/s	 5717104 B/op	  219183 allocs/op
BenchmarkUnmarshalDataset/config-8         	      21	  29491861 ns/op	  35.56 MB/s	 5716892 B/op	  219183 allocs/op
BenchmarkUnmarshalDataset/canada-8         	       5	 104222906 ns/op	  21.12 MB/s	79942720 B/op	  670378 allocs/op
BenchmarkUnmarshalDataset/canada-8         	       5	 100126153 ns/op	  21.99 MB/s	79942720 B/op	  670378 allocs/op
BenchmarkUnmarshalDataset/canada-8         	       5	 107479945 ns/op	  20.48 MB/s	79942819 B/op	  670378 allocs/op
BenchmarkUnmarshalDataset/canada-8         	       5	 103436214 ns/op	  21.28 MB/s	79942742 B/op	  670378 allocs/op
BenchmarkUnmarshalDataset/canada-8         	       5	 104690870 ns/op	  21.03 MB/s	79942739 B/op	  670378 allocs/op
BenchmarkUnmarshalDataset/citm_catalog-8   	      14	  40515680 ns/op	  13.77 MB/s	34469240 B/op	  178002 allocs/op
BenchmarkUnmarshalDataset/citm_catalog-8   	      15	  39683335 ns/op	  14.06 MB/s	34469373 B/op	  178003 allocs/op
BenchmarkUnmarshalDataset/citm_catalog-8   	      13	  40283494 ns/op	  13.85 MB/s	34469454 B/op	  178004 allocs/op
BenchmarkUnmarshalDataset/citm_catalog-8   	      14	  37877667 ns/op	  14.73 MB/s	34469396 B/op	  178003 allocs/op
BenchmarkUnmarshalDataset/citm_catalog-8   	      14	  38508656 ns/op	  14.49 MB/s	34469291 B/op	  178002 allocs/op
BenchmarkUnmarshalDataset/twitter-8        	      43	  14280508 ns/op	  30.94 MB/s	12530677 B/op	   55647 allocs/op
BenchmarkUnmarshalDataset/twitter-8        	      46	  13875010 ns/op	  31.85 MB/s	12530667 B/op	   55647 allocs/op
BenchmarkUnmarshalDataset/twitter-8        	      43	  14158333 ns/op	  31.21 MB/s	12530674 B/op	   55647 allocs/op
BenchmarkUnmarshalDataset/twitter-8        	      38	  15407710 ns/op	  28.68 MB/s	12530674 B/op	   55647 allocs/op
BenchmarkUnmarshalDataset/twitter-8        	      39	  14270137 ns/op	  30.97 MB/s	12530857 B/op	   55647 allocs/op
BenchmarkUnmarshalDataset/code-8           	       5	 114464550 ns/op	  23.45 MB/s	21263315 B/op	 1000519 allocs/op
BenchmarkUnmarshalDataset/code-8           	       5	 113016282 ns/op	  23.75 MB/s	21263273 B/op	 1000519 allocs/op
BenchmarkUnmarshalDataset/code-8           	       5	 115291821 ns/op	  23.28 MB/s	21263276 B/op	 1000519 allocs/op
BenchmarkUnmarshalDataset/code-8           	       5	 115043609 ns/op	  23.33 MB/s	21263321 B/op	 1000519 allocs/op
BenchmarkUnmarshalDataset/code-8           	       5	 117253022 ns/op	  22.89 MB/s	21263347 B/op	 1000519 allocs/op
BenchmarkUnmarshalDataset/example-8        	    2809	    196142 ns/op	  41.30 MB/s	  185204 B/op	    1326 allocs/op
BenchmarkUnmarshalDataset/example-8        	    2850	    194836 ns/op	  41.57 MB/s	  185193 B/op	    1326 allocs/op
BenchmarkUnmarshalDataset/example-8        	    3030	    203386 ns/op	  39.83 MB/s	  185206 B/op	    1326 allocs/op
BenchmarkUnmarshalDataset/example-8        	    2799	    202426 ns/op	  40.01 MB/s	  185200 B/op	    1326 allocs/op
BenchmarkUnmarshalDataset/example-8        	    3019	    196744 ns/op	  41.17 MB/s	  185201 B/op	    1326 allocs/op
BenchmarkUnmarshal/SimpleDocument/struct-8 	  732586	       687.0 ns/op	  16.01 MB/s	     821 B/op	       8 allocs/op
BenchmarkUnmarshal/SimpleDocument/struct-8 	  736310	       684.2 ns/op	  16.08 MB/s	     821 B/op	       8 allocs/op
BenchmarkUnmarshal/SimpleDocument/struct-8 	  904959	       676.9 ns/op	  16.25 MB/s	     821 B/op	       8 allocs/op
BenchmarkUnmarshal/SimpleDocument/struct-8 	  762931	       684.4 ns/op	  16.07 MB/s	     821 B/op	       8 allocs/op
BenchmarkUnmarshal/SimpleDocument/struct-8 	  801194	       681.0 ns/op	  16.15 MB/s	     821 B/op	       8 allocs/op
BenchmarkUnmarshal/SimpleDocument/map-8    	  563587	      1023 ns/op	  10.75 MB/s	    1149 B/op	      12 allocs/op
BenchmarkUnmarshal/SimpleDocument/map-8    	  551505	       940.0 ns/op	  11.70 MB/s	    1149 B/op	      12 allocs/op
BenchmarkUnmarshal/SimpleDocument/map-8    	  578370	       936.4 ns/op	  11.75 MB/s	    1149 B/op	      12 allocs/op
BenchmarkUnmarshal/SimpleDocument/map-8    	  582769	       940.5 ns/op	  11.70 MB/s	    1149 B/op	      12 allocs/op
BenchmarkUnmarshal/SimpleDocument/map-8    	  565784	       930.3 ns/op	  11.82 MB/s	    1149 B/op	      12 allocs/op
BenchmarkUnmarshal/ReferenceFile/struct-8  	   10000	     56311 ns/op	  93.07 MB/s	   15878 B/op	     158 allocs/op
BenchmarkUnmarshal/ReferenceFile/struct-8  	   10000	     56728 ns/op	  92.39 MB/s	   15879 B/op	     158 allocs/op
BenchmarkUnmarshal/ReferenceFile/struct-8  	    9499	     56489 ns/op	  92.78 MB/s	   15879 B/op	     158 allocs/op
BenchmarkUnmarshal/ReferenceFile/struct-8  	    9588	     57208 ns/op	  91.61 MB/s	   15879 B/op	     158 allocs/op
BenchmarkUnmarshal/ReferenceFile/struct-8  	    9484	     59643 ns/op	  87.87 MB/s	   15879 B/op	     158 allocs/op
BenchmarkUnmarshal/ReferenceFile/map-8     	    6445	     89560 ns/op	  58.52 MB/s	   33198 B/op	     619 allocs/op
BenchmarkUnmarshal/ReferenceFile/map-8     	    5602	     93737 ns/op	  55.91 MB/s	   33200 B/op	     619 allocs/op
BenchmarkUnmarshal/ReferenceFile/map-8     	    6261	     96610 ns/op	  54.25 MB/s	   33199 B/op	     619 allocs/op
BenchmarkUnmarshal/ReferenceFile/map-8     	    5793	     92961 ns/op	  56.38 MB/s	   33201 B/op	     619 allocs/op
BenchmarkUnmarshal/ReferenceFile/map-8     	    6693	     86895 ns/op	  60.31 MB/s	   33199 B/op	     619 allocs/op
BenchmarkUnmarshal/HugoFrontMatter-8       	   39849	     16394 ns/op	  33.31 MB/s	    7624 B/op	     142 allocs/op
BenchmarkUnmarshal/HugoFrontMatter-8       	   35510	     16455 ns/op	  33.18 MB/s	    7624 B/op	     142 allocs/op
BenchmarkUnmarshal/HugoFrontMatter-8       	   38671	     15597 ns/op	  35.01 MB/s	    7624 B/op	     142 allocs/op
BenchmarkUnmarshal/HugoFrontMatter-8       	   37272	     14893 ns/op	  36.66 MB/s	    7624 B/op	     142 allocs/op
BenchmarkUnmarshal/HugoFrontMatter-8       	   38206	     15065 ns/op	  36.24 MB/s	    7624 B/op	     142 allocs/op
BenchmarkMarshal/SimpleDocument/struct-8   	 1277103	       483.0 ns/op	  24.84 MB/s	     232 B/op	       7 allocs/op
BenchmarkMarshal/SimpleDocument/struct-8   	 1271904	       536.8 ns/op	  22.35 MB/s	     232 B/op	       7 allocs/op
BenchmarkMarshal/SimpleDocument/struct-8   	 1255984	       499.0 ns/op	  24.05 MB/s	     232 B/op	       7 allocs/op
BenchmarkMarshal/SimpleDocument/struct-8   	 1263073	       480.5 ns/op	  24.97 MB/s	     232 B/op	       7 allocs/op
BenchmarkMarshal/SimpleDocument/struct-8   	 1267299	       504.9 ns/op	  23.77 MB/s	     232 B/op	       7 allocs/op
BenchmarkMarshal/SimpleDocument/map-8      	  878514	       677.4 ns/op	  17.72 MB/s	     248 B/op	       8 allocs/op
BenchmarkMarshal/SimpleDocument/map-8      	  887268	       626.8 ns/op	  19.14 MB/s	     248 B/op	       8 allocs/op
BenchmarkMarshal/SimpleDocument/map-8      	  887318	       619.3 ns/op	  19.38 MB/s	     248 B/op	       8 allocs/op
BenchmarkMarshal/SimpleDocument/map-8      	  866485	       611.4 ns/op	  19.63 MB/s	     248 B/op	       8 allocs/op
BenchmarkMarshal/SimpleDocument/map-8      	  894934	       688.6 ns/op	  17.43 MB/s	     248 B/op	       8 allocs/op
BenchmarkMarshal/ReferenceFile/struct-8    	   14821	     38824 ns/op	  52.98 MB/s	   27704 B/op	     226 allocs/op
BenchmarkMarshal/ReferenceFile/struct-8    	   14870	     42730 ns/op	  48.14 MB/s	   27704 B/op	     226 allocs/op
BenchmarkMarshal/ReferenceFile/struct-8    	   14679	     38784 ns/op	  53.04 MB/s	   27704 B/op	     226 allocs/op
BenchmarkMarshal/ReferenceFile/struct-8    	   15316	     39634 ns/op	  51.90 MB/s	   27704 B/op	     226 allocs/op
BenchmarkMarshal/ReferenceFile/struct-8    	   14652	     40144 ns/op	  51.24 MB/s	   27704 B/op	     226 allocs/op
BenchmarkMarshal/ReferenceFile/map-8       	   12110	     48307 ns/op	  41.53 MB/s	   24552 B/op	     344 allocs/op
BenchmarkMarshal/ReferenceFile/map-8       	   12435	     49236 ns/op	  40.74 MB/s	   24552 B/op	     344 allocs/op
BenchmarkMarshal/ReferenceFile/map-8       	   12319	     50091 ns/op	  40.05 MB/s	   24552 B/op	     344 allocs/op
BenchmarkMarshal/ReferenceFile/map-8       	   12210	     50017 ns/op	  40.11 MB/s	   24552 B/op	     344 allocs/op
BenchmarkMarshal/ReferenceFile/map-8       	   12363	     48984 ns/op	  40.95 MB/s	   24552 B/op	     344 allocs/op
BenchmarkMarshal/HugoFrontMatter-8         	   62344	      9654 ns/op	  54.17 MB/s	    5392 B/op	      73 allocs/op
BenchmarkMarshal/HugoFrontMatter-8         	   60367	      9419 ns/op	  55.53 MB/s	    5392 B/op	      73 allocs/op
BenchmarkMarshal/HugoFrontMatter-8         	   63546	      9524 ns/op	  54.92 MB/s	    5392 B/op	      73 allocs/op
BenchmarkMarshal/HugoFrontMatter-8         	   62708	      9352 ns/op	  55.92 MB/s	    5392 B/op	      73 allocs/op
BenchmarkMarshal/HugoFrontMatter-8         	   63007	      9428 ns/op	  55.47 MB/s	    5392 B/op	      73 allocs/op
BenchmarkRealWorldContainerdConfig-8       	    9879	     54617 ns/op	  49.82 MB/s	   22392 B/op	     389 allocs/op
BenchmarkRealWorldContainerdConfig-8       	    9721	     56169 ns/op	  48.44 MB/s	   22392 B/op	     389 allocs/op
BenchmarkRealWorldContainerdConfig-8       	   10000	     55473 ns/op	  49.05 MB/s	   22392 B/op	     389 allocs/op
BenchmarkRealWorldContainerdConfig-8       	   10000	     54282 ns/op	  50.13 MB/s	   22392 B/op	     389 allocs/op
BenchmarkRealWorldContainerdConfig-8       	   10000	     56286 ns/op	  48.34 MB/s	   22392 B/op	     389 allocs/op
BenchmarkRealWorldViperRead-8              	   21313	     23932 ns/op	  27.08 MB/s	   10624 B/op	     195 allocs/op
BenchmarkRealWorldViperRead-8              	   25802	     22460 ns/op	  28.85 MB/s	   10624 B/op	     195 allocs/op
