goos: linux
goarch: amd64
pkg: github.com/pelletier/go-toml/v2/benchmark
cpu: AMD Ryzen Threadripper PRO 3975WX 32-Cores     
BenchmarkUnmarshalDataset/config-8         	      19	  28599192 ns/op	  36.67 MB/s	 5716874 B/op	  219184 allocs/op
BenchmarkUnmarshalDataset/config-8         	      21	  30575043 ns/op	  34.30 MB/s	 5716867 B/op	  219184 allocs/op
BenchmarkUnmarshalDataset/config-8         	      21	  26996883 ns/op	  38.84 MB/s	 5716872 B/op	  219184 allocs/op
BenchmarkUnmarshalDataset/config-8         	      22	  24879442 ns/op	  42.15 MB/s	 5716857 B/op	  219184 allocs/op
BenchmarkUnmarshalDataset/config-8         	      24	  27044099 ns/op	  38.78 MB/s	 5716867 B/op	  219184 allocs/op
BenchmarkUnmarshalDataset/canada-8         	       6	 105870830 ns/op	  20.79 MB/s	79942717 B/op	  670379 allocs/op
BenchmarkUnmarshalDataset/canada-8         	       5	 103215969 ns/op	  21.33 MB/s	79942768 B/op	  670379 allocs/op
BenchmarkUnmarshalDataset/canada-8         	       5	 105030029 ns/op	  20.96 MB/s	79942796 B/op	  670379 allocs/op
BenchmarkUnmarshalDataset/canada-8         	       6	  96680583 ns/op	  22.77 MB/s	79942722 B/op	  670379 allocs/op
BenchmarkUnmarshalDataset/canada-8         	       6	  97933089 ns/op	  22.48 MB/s	79942712 B/op	  670379 allocs/op
BenchmarkUnmarshalDataset/citm_catalog-8   	      16	  38380555 ns/op	  14.54 MB/s	34469319 B/op	  178004 allocs/op
BenchmarkUnmarshalDataset/citm_catalog-8   	      15	  33511617 ns/op	  16.65 MB/s	34469332 B/op	  178004 allocs/op
BenchmarkUnmarshalDataset/citm_catalog-8   	      16	  35383491 ns/op	  15.77 MB/s	34469354 B/op	  178004 allocs/op
BenchmarkUnmarshalDataset/citm_catalog-8   	      16	  35367076 ns/op	  15.78 MB/s	34469315 B/op	  178004 allocs/op
BenchmarkUnmarshalDataset/citm_catalog-8   	      15	  35471334 ns/op	  15.73 MB/s	34469337 B/op	  178004 allocs/op
BenchmarkUnmarshalDataset/twitter-8        	      45	  13684648 ns/op	  32.29 MB/s	12530665 B/op	   55648 allocs/op
BenchmarkUnmarshalDataset/twitter-8        	      45	  13487072 ns/op	  32.76 MB/s	12530612 B/op	   55648 allocs/op
BenchmarkUnmarshalDataset/twitter-8        	      44	  13955762 ns/op	  31.66 MB/s	12530646 B/op	   55648 allocs/op
BenchmarkUnmarshalDataset/twitter-8        	      39	  13711085 ns/op	  32.23 MB/s	12530626 B/op	   55648 allocs/op
BenchmarkUnmarshalDataset/twitter-8        	      43	  13539307 ns/op	  32.64 MB/s	12530594 B/op	   55648 allocs/op
BenchmarkUnmarshalDataset/code-8           	       5	 113707446 ns/op	  23.60 MB/s	21263251 B/op	 1000520 allocs/op
BenchmarkUnmarshalDataset/code-8           	       5	 116123080 ns/op	  23.11 MB/s	21263292 B/op	 1000520 allocs/op
BenchmarkUnmarshalDataset/code-8           	       5	 114668843 ns/op	  23.41 MB/s	21263286 B/op	 1000520 allocs/op
BenchmarkUnmarshalDataset/code-8           	       5	 112997704 ns/op	  23.75 MB/s	21263280 B/op	 1000520 allocs/op
BenchmarkUnmarshalDataset/code-8           	       5	 115740775 ns/op	  23.19 MB/s	21263372 B/op	 1000521 allocs/op
BenchmarkUnmarshalDataset/example-8        	    2893	    199315 ns/op	  40.64 MB/s	  185209 B/op	    1327 allocs/op
BenchmarkUnmarshalDataset/example-8        	    3273	    190536 ns/op	  42.51 MB/s	  185188 B/op	    1327 allocs/op
BenchmarkUnmarshalDataset/example-8        	    2948	    196533 ns/op	  41.21 MB/s	  185193 B/op	    1327 allocs/op
BenchmarkUnmarshalDataset/example-8        	    2812	    200519 ns/op	  40.40 MB/s	  185206 B/op	    1327 allocs/op
BenchmarkUnmarshalDataset/example-8        	    2840	    207287 ns/op	  39.08 MB/s	  185206 B/op	    1327 allocs/op
BenchmarkUnmarshal/SimpleDocument/struct-8 	  774674	       694.8 ns/op	  15.83 MB/s	     805 B/op	       9 allocs/op
BenchmarkUnmarshal/SimpleDocument/struct-8 	  780990	       695.3 ns/op	  15.82 MB/s	     805 B/op	       9 allocs/op
BenchmarkUnmarshal/SimpleDocument/struct-8 	  850096	       656.9 ns/op	  16.74 MB/s	     805 B/op	       9 allocs/op
BenchmarkUnmarshal/SimpleDocument/struct-8 	  817438	       717.2 ns/op	  15.34 MB/s	     805 B/op	       9 allocs/op
BenchmarkUnmarshal/SimpleDocument/struct-8 	  792579	       661.3 ns/op	  16.63 MB/s	     805 B/op	       9 allocs/op
BenchmarkUnmarshal/SimpleDocument/map-8    	  582446	       993.5 ns/op	  11.07 MB/s	    1133 B/op	      13 allocs/op
BenchmarkUnmarshal/SimpleDocument/map-8    	  581944	      1002 ns/op	  10.98 MB/s	    1133 B/op	      13 allocs/op
BenchmarkUnmarshal/SimpleDocument/map-8    	  509247	      1000 ns/op	  11.00 MB/s	    1133 B/op	      13 allocs/op
BenchmarkUnmarshal/SimpleDocument/map-8    	  635856	      1008 ns/op	  10.91 MB/s	    1133 B/op	      13 allocs/op
BenchmarkUnmarshal/SimpleDocument/map-8    	  472002	      1138 ns/op	   9.66 MB/s	    1133 B/op	      13 allocs/op
BenchmarkUnmarshal/ReferenceFile/struct-8  	   10000	     53792 ns/op	  97.43 MB/s	   15863 B/op	     159 allocs/op
BenchmarkUnmarshal/ReferenceFile/struct-8  	   10000	     55226 ns/op	  94.90 MB/s	   15863 B/op	     159 allocs/op
BenchmarkUnmarshal/ReferenceFile/struct-8  	   10957	     53700 ns/op	  97.60 MB/s	   15863 B/op	     159 allocs/op
BenchmarkUnmarshal/ReferenceFile/struct-8  	   10000	     52220 ns/op	 100.36 MB/s	   15863 B/op	     159 allocs/op
BenchmarkUnmarshal/ReferenceFile/struct-8  	   10000	     52517 ns/op	  99.80 MB/s	   15863 B/op	     159 allocs/op
BenchmarkUnmarshal/ReferenceFile/map-8     	    6414	     91749 ns/op	  57.12 MB/s	   33185 B/op	     620 allocs/op
BenchmarkUnmarshal/ReferenceFile/map-8     	    6442	     84226 ns/op	  62.23 MB/s	   33184 B/op	     620 allocs/op
BenchmarkUnmarshal/ReferenceFile/map-8     	    6357	     85215 ns/op	  61.50 MB/s	   33185 B/op	     620 allocs/op
BenchmarkUnmarshal/ReferenceFile/map-8     	    6304	     85070 ns/op	  61.61 MB/s	   33184 B/op	     620 allocs/op
BenchmarkUnmarshal/ReferenceFile/map-8     	    6201	     84698 ns/op	  61.88 MB/s	   33183 B/op	     620 allocs/op
BenchmarkUnmarshal/HugoFrontMatter-8       	   39811	     14990 ns/op	  36.42 MB/s	    7608 B/op	     143 allocs/op
BenchmarkUnmarshal/HugoFrontMatter-8       	   40177	     15085 ns/op	  36.20 MB/s	    7608 B/op	     143 allocs/op
BenchmarkUnmarshal/HugoFrontMatter-8       	   40077	     15074 ns/op	  36.22 MB/s	    7608 B/op	     143 allocs/op
BenchmarkUnmarshal/HugoFrontMatter-8       	   40320	     14784 ns/op	  36.93 MB/s	    7608 B/op	     143 allocs/op
BenchmarkUnmarshal/HugoFrontMatter-8       	   40808	     14608 ns/op	  37.38 MB/s	    7608 B/op	     143 allocs/op
BenchmarkMarshal/SimpleDocument/struct-8   	 1292878	       462.1 ns/op	  25.97 MB/s	     232 B/op	       7 allocs/op
BenchmarkMarshal/SimpleDocument/struct-8   	 1274107	       467.3 ns/op	  25.68 MB/s	     232 B/op	       7 allocs/op
BenchmarkMarshal/SimpleDocument/struct-8   	 1285326	       496.3 ns/op	  24.18 MB/s	     232 B/op	       7 allocs/op
BenchmarkMarshal/SimpleDocument/struct-8   	 1252422	       475.4 ns/op	  25.24 MB/s	     232 B/op	       7 allocs/op
BenchmarkMarshal/SimpleDocument/struct-8   	 1239370	       476.8 ns/op	  25.17 MB/s	     232 B/op	       7 allocs/op
BenchmarkMarshal/SimpleDocument/map-8      	  787755	       738.3 ns/op	  16.25 MB/s	     272 B/op	       9 allocs/op
BenchmarkMarshal/SimpleDocument/map-8      	  800186	       700.4 ns/op	  17.13 MB/s	     272 B/op	       9 allocs/op
BenchmarkMarshal/SimpleDocument/map-8      	  816140	       691.4 ns/op	  17.36 MB/s	     272 B/op	       9 allocs/op
BenchmarkMarshal/SimpleDocument/map-8      	  804766	       677.6 ns/op	  17.71 MB/s	     272 B/op	       9 allocs/op
BenchmarkMarshal/SimpleDocument/map-8      	  867728	       675.1 ns/op	  17.78 MB/s	     272 B/op	       9 allocs/op
BenchmarkMarshal/ReferenceFile/struct-8    	   15513	     39182 ns/op	  52.50 MB/s	   27704 B/op	     226 allocs/op
BenchmarkMarshal/ReferenceFile/struct-8    	   15109	     39849 ns/op	  51.62 MB/s	   27704 B/op	     226 allocs/op
BenchmarkMarshal/ReferenceFile/struct-8    	   15439	     37556 ns/op	  54.77 MB/s	   27704 B/op	     226 allocs/op
BenchmarkMarshal/ReferenceFile/struct-8    	   15777	     38737 ns/op	  53.10 MB/s	   27704 B/op	     226 allocs/op
BenchmarkMarshal/ReferenceFile/struct-8    	   15724	     40750 ns/op	  50.48 MB/s	   27704 B/op	     226 allocs/op
BenchmarkMarshal/ReferenceFile/map-8       	    9255	     56976 ns/op	  35.21 MB/s	   28064 B/op	     429 allocs/op
BenchmarkMarshal/ReferenceFile/map-8       	   10000	     52647 ns/op	  38.10 MB/s	   28064 B/op	     429 allocs/op
BenchmarkMarshal/ReferenceFile/map-8       	   10000	     54739 ns/op	  36.65 MB/s	   28064 B/op	     429 allocs/op
BenchmarkMarshal/ReferenceFile/map-8       	    9949	     54084 ns/op	  37.09 MB/s	   28064 B/op	     429 allocs/op
BenchmarkMarshal/ReferenceFile/map-8       	    9981	     52743 ns/op	  38.03 MB/s	   28064 B/op	     429 allocs/op
BenchmarkMarshal/HugoFrontMatter-8         	   59694	      9906 ns/op	  52.80 MB/s	    5808 B/op	      85 allocs/op
BenchmarkMarshal/HugoFrontMatter-8         	   60577	      9988 ns/op	  52.36 MB/s	    5808 B/op	      85 allocs/op
BenchmarkMarshal/HugoFrontMatter-8         	   61500	     10060 ns/op	  51.99 MB/s	    5808 B/op	      85 allocs/op
